,text_q,text_a,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
962,"I had a tetanus shot at Kelowna General Hospital in 2013, just wondering where I can get proof of this information? Thanks
","You can request your record of immunization through Interior Health. You can find information on how to request personal health records on Interior Health's website.
- Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,"Will it be an issue to revaccinate against tetanus if you are unsure if your child has already had shot
","Getting an extra dose of a vaccine when a person's immunization history is unknown is not harmful and ensures protection. 
Booster doses of tetanus-containing vaccines given too frequently may cause an increased local reaction. We recommend that you discuss this further with your immunizing health care provider. 
You can find information on where to look for your child's immunization records here. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,"My 14 year old son is now vegetarian and will not accept or use products where animals have been harmed or killed . He is due for MENC4 and TDP. Are these vegetarian/vegan?
","Vaccines are not classified as vegetarian or vegan. Vaccines do not contain human or animal cells, tissue or blood. The Canadian Immunization Guide provides a list of all approved vaccines in Canada and their ingredients. 

		The meningococcal quadrivalent vaccine protects against four types of meningococcal bacteria, types A, C, Y and W and the vaccine is provided free to children in Grade 9 in BC.

		Tetanus, Diphtheria, Pertussis (Tdap) vaccine is offered to all students in Grade 9 in BC.

		These two vaccines do not contain human or animal cells, tissue or blood.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
965,"I have been offered a job with the NHS and I need a copy of my vaccinations , I am 52 years old , my GP has not got a copy of my vaccinations , how do I get a copy and where from .
","ImmunizeBC does not have access to your immunization records. There are several places you can look for your records. 
Check your home for your paper record of immunization.  Try looking through baby books or other saved documents from your childhood.
	 Check with your parents or other caregivers to see if they have a record of your immunizations.
	 Check with your previous family doctors. Keep in mind that immunization records are kept at doctors' offices for a limited time.
	 Check with your Occupational Health department if vaccines were provided by them.
	 Check with your local public health unit if you were immunized at the health unit.
Without a record of immunization (or proof of immunity to a disease), a person is considered unimmunized and unprotected and should generally be vaccinated (or revaccinated) to ensure protection.  It is safe to repeat vaccines.  You can also have your blood tested for antibodies to determine your immunity to certain diseases. Your health care provider can help you determine what is best for you.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,"Does MC protect viral or bacterial meningitis.
","Meningococcal C Conjugate (MCC) Vaccine protects against infection from one of the most common types of meningococcal bacteria, type C. This bacteria can cause serious and life-threatening infections including meningitis, an infection of the lining that covers the brain, and septicemia, an infection of the blood. 
Viral meningitis is caused by viruses, is more common and is not vaccine-preventable. Most people with this form of the illness get better in about 2 weeks. 
Go to HealthlinkBC to learn more about the two types of meningitis or call 8-1-1 to speak with a nurse anytime.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,"Is there a Tdap vaccine for children without IPV so that I may immunize at seperate times? ( I do understand the logic behind multiple vaccines and theyre considered safe... )
","Tetanus, Diphtheria, Pertussis (Tdap) Vaccine is not approved for children 7 years of age for their primary immunization series (2, 4, 6 months of age). The Tdap vaccine with the Polio Vaccine (IPV) as separate injections may be available for use at the 4-6 years of age booster. Discuss the availability of the separate Tdap and IPV vaccines when booking an appointment. Further information on the safety of combination vaccines is here.
Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,"Are shots scheduled by calendar months or weeks since birth? My baby was born February 11th and so the 3rd of June will be 16 weeks. Is that the 4 month or is it June 11th?
","The immunization schedule can be calculated using either weeks or calendar months. In the routine immunization schedule, a baby is at least eight weeks of age at the 2-month visit, and eight weeks should pass between the 2 and 4-month visits. Contact the health care provider that gave the 2-month vaccines and ask them for the earliest date for the 4-month vaccines. You can book an immunization appointment at your local health unit. Use the health unit finder.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
969,"Wife works at a care home, I am 63..should I get the pneumococcal vaccine and will it be covered by B Cross
","There are 2 vaccines for pneumonia.  All adults are eligible for the Pneumococcal Polysaccharide Vaccine when they turn 65. The National Advisory Committee on Immunization (NACI) recommends the Pneumococcal Conjugate vaccine (PCV 13) for adults with medical conditions resulting in high risk of invasive pneumococcal disease. Discuss your medical conditions and the PCV 13 with your health care provider to determine if you are eligible for publicly funded (free) vaccine. You will need to contact Blue Cross for information on their coverage.
For more information about pneumococcal vaccines, check here.
Immunization Nurse
 
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
970,"How many vaccines can you get in one visit to the doctor? (Example DTP and MMR vaccinations during one visit)
","Multiple vaccines can be given at the same clinic visit. Research has shown that getting multiple vaccines at the same time is safe and that there is no increased risk in side effects and that vaccines work just as well when given together. 
 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
971,"my boy baby is got 1 vaccine dose 5 dec. and 2nd dose 5th feb. now appointment for 3rd vaccination 17 april due to rush i m asking if schedule change any problem with baby health
","From your question, it is not clear which vaccine(s) your baby is having. For vaccine schedules, it is important that a minimum amount of time passes between doses of vaccines to ensure your baby's immune system has time to develop protection against the vaccine-preventable disease(s). If minimum intervals are used between doses to complete the vaccines quickly, there is not a change in the safety of the vaccines.
Ask your health care provider to review his vaccine records and determine the earliest date for the next set of vaccines. In BC, some doctors' clinics and all health units provide vaccines to babies. Use the health unit finder.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
972,"what year did BC start including vaccine against chicken pox in regular immunization?
","In 2004 chicken pox vaccine was available to susceptible children at school entry and in Grade 6 (those born in 1999 and 1993 respectively). In 2005 it was added to the infant schedule at 12 months (infants born on or after January 1, 2004). Starting in 2005 there was also a catch up program for susceptible children 18-48 months. Prior to that, it was available for purchase in 2002 but not part of the regular program. If you have any further questions regarding this, please call your local public health unit. You will find the number here. You can also find more information about chicken pox here.
Immunization Nurse
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,"I have shingles and want to visit my grandchildren who are 5 9 and 13 is this putting them at risk.
","Shingles cannot be passed from one person to another. However, the virus that causes shingles (varicella zoster virus), can spread from a person with active shingles to cause chickenpox in someone who has never had chickenpox or received two doses of a chickenpox vaccine. It is important to know whether your grandchildren have had either chickenpox disease or two doses of the chickenpox vaccine.
A person with active shingles can spread the virus through direct contact with fluid from the rash blisters. Once the rash has developed crusts, the person is no longer infectious. Shingles is less contagious than chickenpox and the risk of a person with shingles spreading the virus is low if the rash is covered. If you have shingles, you should:

		Cover the rash, avoid touching or scratching the rash and wash your hands often to prevent the spread of the virus.

		Avoid close contact with people until after the rash blisters heal (develop crusts).

		It is especially important to avoid contact with people who are at special risk from chickenpox, such as: pregnant women, infants, children, or anyone who has never had chickenpox; anyone who is currently ill; anyone with a weak immune system who is unable to fight infection (such as someone with HIV infection or diabetes).
Read more about shingles on HealthlinkBC or call 8-1-1 to speak with a nurse or speak with your primary care provider. Read about the shingles vaccine here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
